clickability_test_id,impressions0,impressions1,clicks0,clicks1
52abb0a2cb704b518c0000ee,5292,5471,56,62
52abdb4cdcc678932200121f,5717,5085,68,75
52acbd8a2f54e6583800005a,5663,5601,29,20
52ace540a8cc3c78a1001324,5304,5727,37,67
52ad0be32f54e64e3e0005fb,3510,3525,38,51
52ad30145d4b3b590d002677,5471,5489,37,52
52ae1e483a37bece7f0023fb,5060,6231,56,91
52ae1f82a064d7589300247c,5243,5585,153,84
52ae29cea8b195b8460029b7,2923,3558,41,79
52ae318f24067a4ea5002874,3026,3435,62,88
52ae42794b503f3d5b003068,3521,3229,38,30
52ae4557893ae5ef37002e4d,3468,3242,28,54
52ae6e8e4b503f3d5b003af2,3480,3275,91,66
52ae8c2986a5ad022d003eea,2945,3582,29,17
52aea728893ae51d8a004175,2602,2480,31,15
52aee1887665b7c11400029f,2057,2117,23,15
52af1835d41a91bf3f000917,3332,3064,14,14
52af24b538ed6af50e000cd6,4164,3862,49,21
52af25c9caf7b39ca3000c9c,3399,3884,42,31
52af2d9e074ed1494d000f59,3076,3389,39,34
52af50a94846a32cc2000174,9815,9838,124,73
52af62264d30758a6b0008a4,6101,5677,73,59
52af71ac99f9bdaee6000ee8,10169,9179,78,84
52af80a696700195f40012fa,9404,10083,85,80
52afd7ca189f5881c100321f,5493,5734,57,22
52b04a2aa3623369cb0046c7,2381,2202,9,8
52b0747e44b30a3abb005035,2491,2522,26,41
52b0810414dae5be120055b2,2802,2538,28,17
52b09310f0b909a893000563,4827,4217,32,22
52b0b1f68c310bad1000097a,3837,4513,29,25
52b0b55d84d27014a1000a84,4143,3334,36,27
52b0c4ce84d27019cb000f09,2464,3172,42,42
52b0ce214a5556af31001265,4201,3406,28,30
52b0e0d579487379be00186a,3816,3840,10,14
52b12be42be3906c7e000f96,3943,3816,120,205
52b1cb9b249cc48881002e66,4859,5421,38,64
52b1f34104094bfce3000442,6097,5106,41,16
52b243efb27c92faf90002da,3568,3590,44,30
52b249e06c3e339b7c000574,3841,4291,56,52
52b2a525d31f21bcd8002334,2316,2020,46,65
52b2ee858d3038c46c002e66,2481,2465,14,11
52b2f38fce11afae50002f82,2205,2444,26,50
52b31b555969da3007003a2f,3921,3136,127,91
52b32c5cd31f219442003f96,3323,3720,37,24
52b33002398b1b1d86004265,4567,5110,74,39
52b33285398b1b895a004386,3736,3789,62,53
52b332e9cd7518d9d50034d5,3540,3347,34,33
52b33848e7187241b20001b8,4380,4605,234,201
52b338c06fb581fedf000212,3712,3057,79,23
52b33ab0e9adeab802000010,3737,4006,75,46
52b39a7469ccea820c000352,3676,4587,40,79
52b39ce3104d1b013300046b,2799,2841,24,34
52b39d189355522fca00046d,4404,4059,53,30
52b3b2e4c926cb77a5000cfc,4146,4069,57,30
52b4327e94a594dbcd002704,2718,2678,81,51
52b489cc738c01bebc000652,2556,3065,72,114
52b48fac0209ba0a410008ce,3188,3428,28,24
52b4962847faad3dda000bad,3368,3465,28,37
52b4965af661676c08000b01,3485,3236,26,10
52b4c96c98ced44de400036e,2624,2599,24,23
52b4dc227c109b0d2b000145,3078,3009,67,42
52b4f4d2d242ed3b640001c5,3280,3263,37,28
52b5b3b8ba31ded89c0011cc,2201,2198,37,15
52b5c40ca82d0f8e5a001222,2403,2196,36,42
52b5e7963147bf8bbe0016a1,1798,1657,30,30
52b6312146d402ffbb001d4c,2564,2845,126,72
52b9d34721757196f500485b,3552,3494,33,55
52bdf1c17923e99b200006d4,2700,2762,32,67
52bf38b59eef57cbdc000a58,3504,3178,41,48
52bf499321ba78979a000f43,3520,3357,75,76
52bf66c349f74f8c140017b8,3582,3245,128,90
52bf820c4abde6f281001e90,3777,3595,104,109
52c1cb58af79e11ddb0008d8,3503,3773,61,45
52c24ec6eda5dbbae30035e6,3300,3156,193,92
52c351ab60c5f21008000cc4,3301,3201,96,137
52c5bd0edbe13dc37a0005d0,2960,2915,32,59
52c5c502bac89a12a6000844,2884,2827,45,47
52c65801ae2a6dda4400128a,3018,3039,44,52
52c6df773200195e65001fc5,3107,3288,37,42
52c715d9e65bb4c7ac0028b7,3095,2900,23,22
52c72ef5a5cf48a4c7000272,3520,3002,94,111
52c7420b36be91b498000730,3355,3253,24,22
52c742239e7278215e0006f8,2693,2675,18,18
52c7acea5a0cd663c4000337,3040,3378,85,80
52c9b3af3cdea123e7002116,4246,4154,70,49
52c9cb1ed6a24ea7b800251d,2724,2723,94,81
52caa407036d25a4fe00076b,2693,2682,13,18
52caa7f391edcf176e0007ce,2679,2713,21,20
52cab97e8a5e0a30a0000969,2677,2848,34,33
52cae1e2eddbf437fe001196,4793,3796,54,38
52caf99b949d1a0e30000359,4288,4262,52,23
52cb0b591051778546000861,4218,4072,35,74
52cb155bc0a0c60906000abc,4148,4100,78,89
52cb255fc1ac78893a000f42,3005,3246,17,35
52cb63bd8e0b010f94001262,3442,3133,42,50
52cb6b89e8e70b74b80013d8,2701,2707,24,11
52cb6cd20cd1861c30001475,2712,3028,36,25
52cba9cb4dae36700d002028,3498,3385,275,239
52cc0f11fc2fecd6cb002cec,3649,3592,28,18
52cc4e99150a38d2100006ca,3070,3441,72,30
52cd7a07f7bcabc4770040f7,2343,2921,45,36
52cdb7fe0fb9db280100030c,4620,4548,56,77
52cdc004f7dabbbcb30004f7,5127,4807,59,33
52cddb505661f78807000ec7,8920,9196,218,279
52cde067e00e5b90390009bb,3741,3477,113,47
52ce010fc0a5653aaa001084,8173,8487,33,48
52ce4574c4aef4007f001ab8,2528,2560,96,92
52ce4b355c9fe5422a001c3f,2253,2279,21,19
52ce94f237594313bc00096d,9104,8584,40,43
52ceb38ad08008ed4400125d,3939,4342,21,16
52cecfa3d08008005f001e87,4535,4910,24,35
52ced7b75d501b6cbc000a19,5061,4837,172,164
52cedb21915e92e0c2002399,3799,3968,97,39
52cedc0155cd2873f9002372,4237,4641,69,103
52ceebca09b58ff647002951,3365,3352,123,119
52ceecd9d080088ab80029ea,3490,3639,60,50
52cf0298e19a25137c00036d,3049,3461,29,24
52d00312fed7bbc9da0036d2,2888,2904,97,64
52d00bdc0802e474a8003a67,2832,2660,90,79
52d01b5cc4759bf848003cdc,2717,2768,144,116
52d05033a0576f2191000086,3449,3459,30,44
52d07039b8cc6cbd0f0004f9,2610,2721,19,33
52d078de73cb2f5b6e0001af,2296,2195,15,22
52d16b44410cf25771000285,2926,2904,23,17
52d1c8cb011cf1f8ca001a37,2850,2859,40,36
52d1cfaa898a754c01001bde,2801,2882,25,21
52d1d69dcb0b5e66fb001c2c,2956,2822,33,13
52d1e56ebc5d529a7f001dfb,2871,2878,18,17
52d1fcd7b4bdd3dd0c0025b2,2733,2733,21,20
52d21113b4bdd3dd0c0028e0,2708,2732,16,10
52d2dacabdf8febb1200138c,2818,2847,35,39
52d2e67ae80f6d03770015e5,2853,2803,17,6
52d32ceb04183ef68f002293,2198,2210,20,15
52d33a9c842aaae4250022da,2547,2568,31,30
52d36ebcdb8626eaa5002937,2337,2402,5,7
52d3848e51ef000fc500007d,2377,2402,29,17
52d39754eb2dcb6e5d0002a2,2368,2255,21,27
52d39fe61a648c6b440002ed,2165,2075,21,10
52d3d92acc868159a80005e9,2091,2191,17,34
52d3ea235f4df54b550006b4,2233,2209,36,17
52d3f72ecc8681716400084a,2261,2323,15,27
52d427937c477d4677000eec,2285,2401,21,23
52d436a71a648c3bcc001165,2262,2265,41,13
52d4639ad4d15f4174000689,9477,9575,128,112
52d4a32919857a9067001cc9,5704,5611,63,33
52d4c555b2b118323f0026f2,3203,3180,3,9
52d4d061d4d15ffc2f002a66,3125,3090,20,18
52d4dec1440b7afbcb002c8c,2286,2236,16,17
52d4e025d1897e6968002cda,2225,2324,9,4
52d556ab19857a4bcc003dcb,2429,2490,32,15
52d56483b0761037f000003d,3694,3712,15,11
52d57c9a7066538397004a5e,3917,4058,28,19
52d58dacf0464710af0001f9,4148,4310,37,44
52d5949478c9b9fc6d0004ca,2539,2615,36,32
52d59afcf5842ed00e0007ea,3412,3382,42,35
52d5a68e3f591fe8eb000b90,4117,4225,25,51
52d5ace4d53d6fc76a000e9e,2939,2963,91,67
52d5b31da77602420b0010f4,2806,2711,16,27
52d5da660fd48044db000100,3288,3348,42,22
52d5da7dda77d61030000108,3467,3345,49,82
52d5ecd85c39791619000657,1812,1880,20,33
52d6725cab9f5eab72001b48,2198,2250,31,23
52d6a4634963cd49cf00213d,2899,2809,26,24
52d6c367b79a4c8fb900295a,3687,3709,42,49
52d6c89396f733299d00281f,3412,3496,51,59
52d6c904a59a8c40f3000104,2826,2900,43,59
52d6d3a74963cd49cf002a65,2837,2851,31,78
52d7058a5c3979b097003712,2931,2907,56,17
52d72951a59a8c40f300192d,2188,2131,57,36
52d736629df600cfa3000284,3804,3684,93,80
52d7853bad08edef46001000,2165,2216,88,94
52d7f8e7f949f4ce830019f6,2846,2800,160,54
52d7fef39b836cb706001d46,2849,2822,33,40
52d7ffac0283f308a1001e9a,2843,2941,171,105
52d8295c220ce16f52000452,2822,2809,81,152
52d832d1960fcc49ef00061d,2780,2671,108,47
52d83a2008194e1b0500078e,4152,4229,56,46
52d8553fe7f4ad933b000daa,2773,2875,81,66
52d892ba4aa2fe30be000184,2715,2869,200,99
52d89df357f4784d540003df,2848,2826,30,23
52d8cc3dc4b93d9419000007,1178,1239,59,65
52d8ddb9c4b93d312c000005,2153,2170,50,41
52d933a83c1190cd8f000003,2199,2166,53,63
52d976082ef74c765f000013,2277,2354,45,32
52d98f282ef74c052500001c,2449,2691,63,27
52d9966e07ce22bf6c000018,3277,3195,115,113
52d9a00b5a35cbe18a000018,2584,2627,78,67
52dd7e062afd3d89f6000005,1974,2023,42,33
52ddc0432afd3d02ab000007,2479,2552,31,30
52de5c164023f8f173000003,2351,2393,35,38
52de613f472ead38af000003,2397,2458,75,48
52deb119a2d041106e00000f,3295,3129,188,140
52debc4b202c5cebd4000015,1804,1892,32,43
52dec38f6b7c656dad000019,3146,3104,176,141
52dedd813f80b34f82000009,2864,2964,39,30
52dee57f9167d85c5b000008,2748,2911,85,108
52df0d599167d8cf2b00000a,3202,3323,39,42
52df12703f80b34f8200001f,2763,2672,47,31
52df478a61176bc5ab00001b,2237,2136,15,18
52dfcf65fe6a7a05a6000005,2327,2244,24,28
52e01623a3e9b077e2000013,2283,2375,57,42
52e0172945880e16d900001c,3705,3646,50,40
52e030c401bcceabe1000004,3096,3295,67,65
52e0428bc6e09c537a000007,3053,3034,69,40
52e07978539305589c000001,3194,3447,58,62
52e07aad53930596b6000001,3441,3331,188,139
52e08e173ed2c8d1ce000005,2741,2818,63,37
52e08fd1106ee98fdf000009,3236,3176,175,128
52e09b57106ee9f22b000008,2576,2520,151,166
52e0a6ea3ed2c8f078000010,2290,2347,42,41
52e0c939539305814000000d,2043,2005,54,71
52e1290898fbeae8b100001c,1750,1790,75,88
52e12c9f3ed2c8d1ce00001a,2249,2176,37,58
52e15259106ee98fdf000023,2185,2114,16,20
52e168e5106ee9f22b000033,3349,3319,67,58
52e181ae6f036a9c19000003,3118,3112,49,28
52e19bee74dadfe03900000a,3262,3178,73,43
52e1a3e807b52235f1000003,2385,2490,24,26
52e1f58b1efe9f0780000003,2300,2262,32,25
52e25a87db6cdd80bc00000a,2459,2395,32,44
52e2765ba03fc757a800000e,2372,2461,28,31
52e29256db6cdd1798000017,3618,3758,85,57
52e2d3c713b01e381a00003f,3309,3453,49,23
52e44664ae209795a300000d,2083,2093,39,48
52e4bea1a7107a5e9e000001,1977,2035,36,50
52e5761b1ecee32656000005,2179,2015,48,32
52e5cb8ea7107a5e9e00000c,2107,2054,34,25
52e5d32f8f0564d041000008,2081,2047,58,37
52e5f86a31b4c61e2b000018,1980,1941,39,33
52e60e6a68476e85fc000005,1917,1983,49,53
52e6770068476eb3aa00000e,2785,2944,114,163
52e68ce2fb797ad47c00001d,2767,2747,105,85
52e69ced9e79c80e23000003,2783,2929,38,39
52e6bb70dc6f863110000006,2478,2392,40,31
52e6eb2a82db430c3a000003,2482,2503,86,98
52e7019300a3569707000008,2403,2485,27,30
52e709e667ffe80ac5000008,2457,2421,65,95
52e72dc45a5c7c949c000007,2561,2459,41,25
52e7dbc05a5c7c3484000013,2476,2588,52,44
52e7e3b667ffe8026c000027,2507,2530,64,100
52e81b7cb18fe7c912000003,2218,1956,18,21
52e8479d42bb541f63000003,2132,2104,20,24
52e8861a767e66ccbb00000c,1721,1732,27,48
52e89313767e66544b000011,1105,1130,14,16
52e8c30b1f9c115863000011,2072,2139,114,66
52e90d9ee670c51a5f000003,2195,2242,26,18
52e91d409bfd2e1334000003,2668,2673,86,47
52e921029bfd2e133400000e,2756,2738,77,94
52e94a211c7a5b4110000009,4095,4113,106,79
52e962b01eda0715a4000016,4175,4134,34,24
52e96ea744fd736ade000014,4075,4147,41,62
52e977131c7a5b820c000016,4026,4007,48,53
52e982891eda077338000019,3164,3010,63,25
52e9ba21cb7882336a000023,3190,3285,186,156
52e9bd391eda077338000022,3298,3304,57,43
52ea03d144fd73bd1e000043,2005,2024,34,42
52ea14731c7a5b971b00003f,1952,1990,16,13
52ea7bb31eda077b6f00005b,4335,4383,90,93
52ea8542cb788242f900004e,2080,2035,40,28
52ea930eda69ad7fed00000f,3263,3347,65,37
52eab69993593b7cd7000006,2652,2736,103,68
52ead0f1536d98fcf6000009,2600,2647,102,109
52eadc7593593bb24a000009,3080,3024,28,29
52eaf2f7536d982b16000021,3053,2952,41,31
52ebdcf28dd7f48f3d000032,3163,3039,72,47
52ebf3348dd7f42067000029,2087,2050,18,48
52ec0988cab44d43cf000001,2014,2048,41,41
52ec0d4f32d44a5cac000005,2037,2080,31,24
52ec12914c6da1adb8000005,2058,2120,14,45
52ec314e4c6da17c3e000018,2177,2180,11,16
52ec54ff4c6da1f426000024,1419,1337,30,26
52eeb29cbb66e89ee6000007,905,836,9,15
52eeb532bf50b428c200000f,3283,3261,39,68
52ef79c95974fe811400000f,3115,3097,32,32
52eff0593beb59ff87000003,3375,3406,18,18
52eff74bc473cadc43000006,3319,3298,55,62
52eff8528685f11b4c000007,3437,3356,28,25
52effb3f955b9d1cbd000007,3385,3534,30,42
52f003123beb5941f6000018,3722,3580,99,56
52f004df8685f18e4000000b,3562,3397,31,20
52f00564955b9d8f16000009,3686,3843,24,19
52f028483beb59be41000015,3583,3685,78,77
52f0954b3beb5941f600002e,3490,3533,90,57
52f14d04c4e46a990000000a,2875,2749,43,22
52f159ba4a4e9289e1000012,2773,2808,34,42
52f1fa3227e6184b9a000007,2762,2809,51,48
52f25d4527e6184b9a000010,2934,2951,116,144
52f27095c0f551a11000000b,5136,4967,70,85
52f28472c0f5518d8000000f,3945,4041,61,81
52f2883c27e618a1ee000018,3887,3950,79,68
52f296cdc0f551919f000022,3983,3897,78,76
52f29f95c67e22334600002a,8976,9028,47,18
52f29fe427e618589b000030,3171,3266,63,85
52f2b453ce95c4f32a00002b,3036,3307,32,26
52f2bac227e618a1ee00002c,3016,3071,74,26
52f2bdef27e618589b00004f,2437,2337,64,48
52f2be4227e618a1ee000033,2614,2571,15,43
52f2be80ce95c4204f000039,2636,2540,19,22
52f2bf62c0f551a11000002f,3647,3805,46,35
52f2f94005c1b6edf5000002,3043,2979,118,102
52f302c4ad4a20534b000009,2543,2531,82,110
52f31a2205c1b6e801000007,2917,2778,40,44
52f3bb60ba3f860c3400001e,2491,2507,45,62
52f3bec2ad4a209cd6000019,2476,2602,65,65
52f3c8bfad4a204995000025,2584,2611,28,25
52f3cdb89b308874b0000029,4580,4412,28,14
52f3d283ad4a200669000030,3569,3623,21,14
52f3da779b3088f3d1000034,3132,2932,101,89
52f43afa77240d05c2000012,3176,3342,38,41
52f457827f31323bb100000d,3260,3295,77,60
52f4f12082cabf54b2000005,3334,3392,30,39
52f5085482cabf5c9f000018,2906,2856,85,56
52f50df682cabf6768000019,2907,2857,25,28
52f51e1bb17b5dd0b900001f,2833,2914,27,18
52f523d9737ea00dc500002d,2974,3063,27,22
52f5332db17b5dfd82000040,3063,3005,33,13
52f53efeb17b5dda62000033,2565,2464,55,46
52f5466ab17b5d575400003e,2280,2262,30,42
52f57f2e82f93044db000004,3234,3344,68,54
52f7047d8dc7064562000007,4682,4508,14,11
52f7074dab954fba9c000005,3727,3772,58,79
52f7116a451917d484000005,3065,2974,202,187
52f7c0cf856b91467600000d,3931,3853,47,15
52f7c5834519171313000009,3402,3574,32,33
52f8204f4519171313000010,3524,3515,74,40
52f82df2856b91e3ef000011,3538,3574,25,52
52f83b56451917e2b7000015,3043,3032,56,34
52f8508a8dc706f184000024,2749,2780,57,64
52f90f2e8febda6b9a000005,8266,8144,115,99
52f910caef4cc81826000007,9096,9013,65,50
52f915b58febdad498000008,3687,3897,25,43
52f938e1bdbcf7aed7000005,7615,7615,59,62
52f95ec1dd4a2ee644000013,6072,6005,116,44
52fa45e4dd4a2ee644000036,4465,4529,119,140
52fa6d0fdd4a2e33fa00002e,4632,4503,36,75
52faa87caab77d1c2100000a,3103,3039,30,31
52fab7fae873caa941000005,2686,2663,35,56
52fae8eee81ab2120e00000e,2306,2337,26,29
52faefd119639b3a7800001f,2447,2459,64,33
52fb07220a9b913ec300000e,3052,3004,66,36
52fb0ce9e81ab24af3000023,3023,2996,47,71
52fb6fdd0a9b916d7b000018,3863,3777,66,95
52fb97e29c0cf1a31900002a,2168,2140,66,72
52fb97f30a9b9107ea000024,2171,2167,81,54
52fba2c919639b4552000032,4453,4641,37,92
52fba4e20a9b91dd21000028,2871,2739,36,48
52fbc5ae9c0cf1a319000045,4491,4599,54,65
52fbc8d3c0ef0f3fa6000003,4599,4517,30,43
52fbff0af97106bc7c000003,4595,4656,33,42
52fc3cbad62410286d00000c,6007,5980,70,61
52fc5daed62410f6b6000013,2327,2477,34,28
52fc605398d17c82e6000012,2398,2470,26,18
52fc6eebd624102e5e000014,2457,2464,9,16
52fc7c02ac78726c2600001f,2355,2438,33,19
52fcdeaf98d17cf44800002a,3745,3761,28,38
52fce4cfd62410366400002e,3538,3563,18,29
52fcf509ac7872908700002d,2891,2836,63,40
52fd14adac78726c26000045,3846,3812,75,62
52fd16f798d17c8d95000024,3754,3831,29,36
52fd199dd6241034cb000040,3717,3649,44,46
52fd1e3d98d17cc44e000054,4091,4131,73,65
52fd3013d62410286d000061,3981,4136,35,56
52fd4066ac7872a6fa00004f,4449,4554,45,17
52fd50f698d17cc44e00007a,3562,3575,26,35
52fd578898d17c7e1f000060,3421,3499,46,52
52fd8b9a1477d7c27400000e,3518,3477,74,70
52fd8fd93b1368f79300000a,2400,2212,34,10
52fd9ec234bc86d177000015,3506,3617,47,73
52fe31373b13682ed0000026,2535,2546,87,38
52fe35e234bc863ec8000029,2527,2561,31,47
52fe46302b7b0aab38000024,3035,3037,32,35
52fe49f22b7b0aaba6000023,3073,3024,25,53
52fe56163b1368716f00004e,3131,3067,75,39
52fe719157460a7ca800000f,3097,2988,21,6
52fea72b9d72fa0aa5000011,5174,5249,57,51
52fea7629d72fa1807000025,3022,3018,6,7
52feaa9e9d72fa6ce600001c,2101,2177,59,42
52fface557460ace30000037,2527,2489,109,100
5300c15e859a569641000003,2281,2401,27,15
5300fa771f075bc40000000d,2556,2475,44,38
530133f7b1552a57d9000001,3100,3051,15,30
5301420a4629fe825e000005,3076,3030,122,52
5301c32d4629fe4e06000003,2094,2220,28,40
5302142fb1552a213d000010,4047,4102,85,86
530219864629fea61600000f,2147,2161,19,14
53023697b1552a1bf5000023,4127,4064,162,60
530265844629fe3633000028,6466,6621,195,143
5302671ca18b124be6000001,3591,3633,96,49
53026a6af60fd2231200005d,3559,3606,31,54
530274517d4cfb21f3000003,2995,2992,94,132
530274e92cc3ae549b000011,2982,3061,19,23
530295b97d4cfb61da000011,2506,2541,20,23
5302cc057d4cfb2fb800001b,2517,2412,70,86
5303010c7d4cfb4ee800002d,1288,1289,13,17
530351937d4cfba17300001f,2297,2262,76,22
530354462cc3ae08a0000043,1668,1644,4,32
5303560e7d4cfb61da000031,2270,2287,39,26
53039aa86d25faa8cb000041,2341,2332,80,55
5303a55c2cc3ae867700004d,2782,2855,65,34
5303b0317d4cfb2fb8000032,2598,2516,53,31
530435027e065fb9cd000003,2511,2439,35,43
53044bdd396569c89f000003,2055,1980,20,46
5304a2187cdc444760000008,2502,2560,45,25
5304a4fc3965695901000010,2528,2495,34,73
5304aa0f7e065f4e1400000d,2455,2580,49,22
5304ae8f7e065fb9cd00001d,2650,2674,107,46
5304af423965697876000006,1947,1840,28,20
5304da564cbe377c6000000d,2513,2528,97,87
5304eebb4cbe371a2e000009,2457,2428,16,9
5305101b64639abbf300000c,2994,3075,33,5
530524d182e78b5dd600000c,2011,1994,16,7
530527c3fe1bdf6bd0000003,2808,2762,83,73
5305303caa373c1b86000001,2767,2829,78,44
5305332b61a0b92e1b000005,2741,2873,48,56
53053bea61a0b9d520000007,2833,2727,38,15
5305fbb7945ee833e2000003,2094,2137,27,21
5305fd8a8fa4eede4a000007,1882,1878,40,49
530608982f0925fae800000d,1939,1888,37,13
530610f70a1ed1753e000017,1988,1809,27,17
53062e468fa4eea2a0000016,1992,2031,7,21
53065ae18fa4ee3e9900001d,2565,2486,33,26
53065c4b0a1ed1076b000029,2501,2589,35,27
53066d9f8fa4ee627e00002b,1973,1961,12,10
5306c2eedc85754849000001,5684,5625,35,58
5306cc3fdc8575c1e9000001,2699,2744,38,59
53077f93f3b21fd03e000010,2838,2712,12,7
530790dadc8575d225000018,2286,2285,17,22
53079885998a8ae337000014,2261,2292,16,34
5307afd1f3b21f8584000036,2291,2330,42,37
5307b03cf3b21f858400003c,2273,2319,19,16
5307e358998a8ac03a000043,2341,2315,19,20
530803f8f3b21fc7e900002f,2068,1992,28,27
53081b1edbb566b8c6000005,4226,4397,31,27
5308f330dbb566f91600000b,2001,2005,22,26
53090f98f6ba6331ce000009,2034,2057,50,48
53098fa321fb727322000003,1981,2076,35,15
530990f121fb72df58000005,3413,3412,27,11
53099567e4f69d6a4c000003,2340,2276,18,30
53099a0fe4f69d2073000005,5987,6069,46,68
53099b4ce4f69d97d6000005,5516,5675,30,24
530a8126422d00d53b000022,2008,1987,11,21
530ab153422d00a8e0000033,1996,2004,51,29
530b53f7bcec8bc19800000d,2065,2016,34,27
530b8b18b768515e2c00001c,4408,4424,33,51
530b8e834f51b894a400001e,1999,2039,36,6
530b9afcb768515dfa000029,3209,3237,115,46
530b9cd24f51b851ec000014,3203,3109,18,26
530bad3246d669f355000041,2223,2245,33,28
530baf924f51b8d707000036,3293,3191,28,19
530bcbe8b768515e2c00005d,4041,3956,32,37
530c8306c13b0ff133000017,2250,2260,18,35
530cbef87e2d84bd38000021,5426,5527,58,69
530ce0727e2d84bd3800003b,4471,4386,26,19
530ce27f7683e0cd24000038,4435,4533,15,19
530ce70a63a0077b3500002d,4592,4442,48,112
530cf8917683e09919000044,4989,4868,64,43
530d04567683e0cd24000051,3586,3514,49,75
530d07dbc13b0f8131000048,5087,5003,63,50
530d0f117683e0cd2400005b,5067,5151,58,87
530d16bc7e2d84fdb5000062,2961,3073,36,41
530d3f28a916bf2e77000003,3457,3573,16,24
530d4a14bb6c82f1b6000005,3441,3600,35,48
530d8146a916bf2e7700001c,2524,2588,68,78
530dd0a806692a3104000015,3910,3827,31,45
530e2b72a916bf2e77000044,3064,3042,40,73
530e2ee0bb6c82f1b6000039,3727,3760,22,20
530e353bbb6c82d21e00003b,3771,3817,26,16
530e5428bb6c82d21e00004c,3802,3821,71,43
530e557606692aee0b00004d,3461,3439,75,46
530e6c70bb6c82753200004c,1957,2044,27,33
530e6edcbb6c82f1b6000050,3698,3639,16,34
530e7e3975e6a7f668000049,3027,3017,52,41
530e8b5306692af5bc000047,3649,3514,83,28
530e8e2975e6a77a62000066,3757,3516,23,33
530e8ee4bb6c824359000056,3671,3643,67,97
530e906bff24f84145000005,3646,3598,123,138
530ebf20b3ae395067000007,2302,2333,21,35
530f1ef57d7894a506000014,1978,2038,57,43
530f66017d7894674a00002e,2041,2097,43,50
530f6c94e45ad1308200002a,1859,1838,23,29
530f76acfa8922988200002e,1969,2054,46,30
530f79c3fa89229882000031,1969,1976,90,61
530f8347fa892230d8000051,4594,4625,46,24
530fb227b3ae39506700004f,4572,4706,141,156
530fc7c07d78941dca00005f,3501,3560,104,107
530fcb05e45ad13082000059,3084,3031,29,35
530fd7867d78947c54000051,3061,2962,97,111
530fe1b3e45ad16eb900006f,3104,3036,6,43
530fe8b4a491f5c7e1000005,3249,3259,18,9
530ff0727ffb591b71000003,4018,4076,30,28
53100d69dc7ca72540000007,2242,2177,16,22
531011a47ffb59f2b200001a,2237,2301,74,73
53101e7b7ffb591b7100001b,2221,2239,43,40
53103176a491f5560f00001f,2243,2207,20,12
531036d395812d5f66000007,2235,2243,11,13
53104085dc7ca7a8fe000019,2196,2237,75,89
53109a9310a5f2a7b0000040,2040,1967,36,40
5310ab26a491f5c7e1000037,1866,1839,43,8
5310ac1ba491f55c92000020,1871,1864,59,23
5310c58ca491f5c7e1000058,4029,3942,26,19
5310d37aa491f5d76f00004a,3119,2930,19,23
5310d54c10a5f2d06c000062,2965,3072,79,54
5310dee2dc7ca705b7000067,3071,3067,29,34
5310fdc995812d324200003e,3506,3571,43,54
531115ca95812d3242000047,3790,3852,74,81
5311292910a5f2a58600006b,3548,3492,25,42
5313acea62c378c384000003,1996,2007,24,23
5313c87431bcafae9000000a,2050,2010,46,64
5313cfb1ea885799d8000007,1995,2061,23,34
53140d6cfbb1110dbd000004,1993,2050,19,16
531485de90d6c84b8400001b,2002,1991,23,27
5314a1b690d6c8da75000024,1987,1982,19,14
5314d5bad167d19bfd00001c,5048,5000,74,47
5314d6a890d6c8da75000035,2543,2426,40,38
5314d6e3d167d1a49000001f,3011,3003,23,25
5314e223fbb1118bb7000024,3958,4100,87,15
5314fbe3fbb111104a000039,4002,3993,77,65
5315da5e208c0f205d00000b,4059,4049,40,19
5315e9b5208c0f9095000011,4059,4076,31,66
531606ffa16f785774000012,4053,3908,100,49
5316091d208c0fc332000020,4094,3969,23,56
53160dd0208c0f9095000018,3924,4149,85,82
53161a26208c0f500a00002b,3998,4025,32,33
53164813fd77e2577e00002f,5584,5608,52,43
5316531581101e5efe000024,4392,4352,16,28
5316757a208c0f9c2200003f,4423,4456,127,72
53169498fd77e2577e000042,2547,2531,5,10
53169b75a16f787660000029,2411,2356,30,31
5316d5ab81101e2e8e00004d,2073,2025,14,4
5317474b08fbec9aab000011,4335,4245,71,78
531758b569b6b6d14d000003,3525,3602,23,22
53176beb4380aea8fa000007,3501,3405,61,61
5317895069b6b65f12000019,3391,3386,57,34
5317931f3d3a79038d000007,4083,3954,121,138
53188cc233efa952d200004b,3927,4101,78,91
53188d173d3a79e5c2000055,2450,2312,81,78
53189add33efa9a4c700004e,4007,4060,59,72
53189e9e33efa952d2000058,4017,3998,195,188
5318b4c033efa9a4c7000069,4164,4063,215,145
5318bfc3915b3fce1a000006,2787,2854,53,16
5318dc5fbc91b2ff2d00001a,5674,5675,111,138
53194d18234dde7d1e00000c,5108,4987,65,38
53195847773026b47b000011,2509,2518,24,25
531958be773026766600000b,2543,2466,16,11
5319dd74234dde819000001b,2504,2513,11,7
5319e653234dde252300002e,6049,5988,112,54
5319f4cd773026651b00003b,2563,2608,44,37
5319f731234dde31ac000041,2544,2484,62,61
531a0c61234dde252300004e,5038,5037,38,72
531a0c787730262e23000048,2582,2470,30,17
531a230f773026b47b00005a,5031,5033,29,38
531a3ce608ce4e7193000003,5897,5742,61,111
531b26b608ce4e006c000021,5328,5370,184,137
531b398b08ce4e048600002e,3425,3372,123,70
531b3de708ce4e3842000017,3477,3372,149,84
531c0b85a44409c40900000c,2310,2318,32,61
531c5b7aa444091c8600000c,2310,2370,63,46
